,west,east,south,north,central,national
3896,[113.4650650024414],[111.9295425415039],[127.29013061523438],[119.3639144897461],[128.1519012451172],[116.88890838623047]
3897,[112.54454040527344],[111.68585968017578],[128.1310577392578],[117.30410766601562],[129.1904754638672],[116.48323822021484]
3898,[112.53376007080078],[111.68585968017578],[129.5245819091797],[118.3929443359375],[130.33128356933594],[116.19658660888672]
3899,[112.50502014160156],[111.68585968017578],[130.84849548339844],[119.82596588134766],[131.3928680419922],[116.19658660888672]
3900,[113.36343383789062],[113.22335052490234],[133.3560333251953],[124.4391860961914],[133.47459411621094],[118.93682098388672]
3901,[115.06594848632812],[116.13007354736328],[135.8071746826172],[126.87508392333984],[135.51824951171875],[118.69721984863281]
3902,[117.53669738769531],[118.71269989013672],[138.1687774658203],[130.40260314941406],[137.51954650878906],[121.18462371826172]
3903,[119.6008071899414],[122.24300384521484],[141.71897888183594],[135.26663208007812],[140.45767211914062],[124.8014907836914]
3904,[122.45355987548828],[126.74720001220703],[148.10174560546875],[140.0232696533203],[144.96090698242188],[126.90577697753906]
3905,[126.64154052734375],[132.0595245361328],[156.28289794921875],[145.81739807128906],[150.6345672607422],[132.9578399658203]
3906,[129.28529357910156],[133.21224975585938],[158.3125457763672],[146.55723571777344],[153.73756408691406],[132.9071807861328]
3907,[131.91139221191406],[133.23049926757812],[156.08226013183594],[145.10064697265625],[154.68643188476562],[133.23377990722656]
3908,[133.0165252685547],[131.63169860839844],[152.91717529296875],[141.1423797607422],[154.66383361816406],[132.2677459716797]
3909,[132.5398712158203],[129.35952758789062],[150.69325256347656],[137.59608459472656],[153.21197509765625],[133.35304260253906]
3910,[130.63453674316406],[125.78858184814453],[146.60072326660156],[135.15066528320312],[148.9628143310547],[131.73513793945312]
3911,[128.460693359375],[123.03714752197266],[143.08349609375],[132.05859375],[144.69142150878906],[128.96946716308594]
3912,[126.2822265625],[119.3205795288086],[139.9271697998047],[129.1681365966797],[140.97317504882812],[126.4590072631836]
3913,[121.45389556884766],[116.0806655883789],[135.8826446533203],[125.39298248291016],[136.1875457763672],[123.07647705078125]
3914,[118.14213562011719],[113.03764343261719],[131.93992614746094],[121.6904067993164],[131.64320373535156],[119.93356323242188]
3915,[116.34281158447266],[110.1866226196289],[128.018798828125],[118.84700775146484],[127.35712432861328],[116.92147064208984]
3916,[113.09037780761719],[107.3370590209961],[124.17461395263672],[116.0252456665039],[123.41117095947266],[115.28944396972656]
3917,[111.15381622314453],[105.80943298339844],[121.39102935791016],[113.22297668457031],[121.13319396972656],[112.32275390625]
3918,[107.73194885253906],[102.86003112792969],[118.58689880371094],[110.4012680053711],[118.62117767333984],[109.32205200195312]
3919,[105.80712890625],[101.19513702392578],[114.7125244140625],[108.60619354248047],[114.30292510986328],[107.56658935546875]
3920,[102.39009857177734],[99.41195678710938],[112.94367980957031],[106.84786224365234],[113.13186645507812],[104.60231018066406]
3921,[99.083251953125],[96.33161163330078],[110.0219955444336],[105.0412826538086],[110.16703796386719],[101.60954284667969]
3922,[98.53169250488281],[94.48780059814453],[107.2441635131836],[102.03205871582031],[107.26461029052734],[99.84968566894531]
3923,[95.14773559570312],[92.69196319580078],[104.25483703613281],[98.09769439697266],[104.11458587646484],[96.88500213623047]
3924,[91.76951599121094],[88.42525482177734],[100.32991027832031],[93.42636108398438],[99.68733978271484],[93.89723205566406]
3925,[86.91958618164062],[85.4543228149414],[95.49873352050781],[89.61837005615234],[94.0426025390625],[89.692626953125]
3926,[82.47225952148438],[80.4991683959961],[89.88212585449219],[84.87503814697266],[87.49932861328125],[85.66455841064453]
3927,[76.73870849609375],[76.7309799194336],[85.09709930419922],[79.12691497802734],[82.77862548828125],[81.71705627441406]
3928,[68.53568267822266],[69.40550231933594],[76.43403625488281],[71.16417694091797],[72.1369857788086],[73.06403350830078]
3929,[66.74195861816406],[66.40354919433594],[72.70742797851562],[68.20105743408203],[69.00059509277344],[70.66629791259766]
3930,[64.40570068359375],[64.56124114990234],[70.28477478027344],[65.40479278564453],[68.43790435791016],[69.44757843017578]
3931,[62.9471549987793],[62.95248794555664],[67.76000213623047],[63.6334114074707],[66.32720184326172],[66.92572021484375]
3932,[61.0754280090332],[61.09020233154297],[66.942626953125],[62.89275360107422],[65.98265838623047],[66.442138671875]
3933,[60.35011672973633],[60.29877853393555],[66.08995819091797],[62.123382568359375],[65.2841567993164],[65.76399993896484]
3934,[60.62959671020508],[59.472721099853516],[65.35440063476562],[62.39417266845703],[64.49560546875],[65.01826477050781]
3935,[59.59365463256836],[58.574222564697266],[63.268917083740234],[61.38611602783203],[63.51145935058594],[62.770545959472656]
3936,[59.688472747802734],[58.75870895385742],[63.421634674072266],[61.509971618652344],[62.527587890625],[63.17805099487305]
3937,[59.73407745361328],[60.05938720703125],[63.585731506347656],[61.59111404418945],[62.74362564086914],[63.47127914428711]
3938,[59.76487731933594],[60.120967864990234],[63.84394454956055],[61.6871223449707],[62.886444091796875],[63.702205657958984]
3939,[59.76487731933594],[60.038780212402344],[62.691062927246094],[60.50123596191406],[62.961585998535156],[62.42152786254883]
3940,[60.85451889038086],[59.96696090698242],[62.71305465698242],[60.53715515136719],[62.961585998535156],[62.52253723144531]
3941,[61.89212417602539],[59.96696090698242],[62.7370491027832],[60.61703872680664],[62.961585998535156],[62.61056137084961]
3942,[62.901981353759766],[61.11201095581055],[64.02630615234375],[61.909671783447266],[64.0814208984375],[62.725547790527344]
3943,[63.899227142333984],[63.34440231323242],[63.99835205078125],[63.084075927734375],[64.0673828125],[64.00181579589844]
3944,[64.89783477783203],[64.4194564819336],[65.13359069824219],[64.17375183105469],[64.0178451538086],[65.17780303955078]
3945,[65.89779663085938],[65.34674835205078],[66.14727783203125],[63.9427604675293],[65.06627655029297],[63.721435546875]
3946,[64.7965087890625],[65.14972686767578],[66.08995056152344],[64.95501708984375],[66.14216613769531],[63.613765716552734]
3947,[64.75946044921875],[66.1390609741211],[67.10304260253906],[64.81787872314453],[67.17337799072266],[64.86686706542969]
3948,[65.8553695678711],[66.06246185302734],[66.94476318359375],[65.93810272216797],[67.08628845214844],[66.1600570678711]
3949,[65.85550689697266],[67.13426971435547],[66.91584014892578],[65.80011749267578],[66.97515106201172],[65.97987365722656]
3950,[66.88309478759766],[67.05457305908203],[67.95744323730469],[68.14893341064453],[68.02586364746094],[64.48773193359375]
3951,[70.72320556640625],[73.40731048583984],[75.82218933105469],[75.17752838134766],[74.44935607910156],[69.58917999267578]
3952,[73.57576751708984],[76.77996826171875],[79.80332946777344],[79.43661499023438],[78.26667785644531],[73.03459930419922]
3953,[76.48399353027344],[80.5895004272461],[83.7733383178711],[82.41959381103516],[82.07540893554688],[76.3030014038086]
3954,[80.28556060791016],[84.83460998535156],[87.05015563964844],[86.46195220947266],[85.64189910888672],[79.24646759033203]
3955,[83.34283447265625],[88.05126190185547],[90.08939361572266],[89.509033203125],[88.7558364868164],[83.4517822265625]
3956,[86.39653778076172],[90.1513442993164],[91.94792175292969],[91.24652862548828],[90.9925537109375],[85.16629028320312]
3957,[88.72193145751953],[90.90233612060547],[93.82579040527344],[92.90389251708984],[93.04805755615234],[88.18034362792969]
3958,[90.08168029785156],[92.83515930175781],[96.93190002441406],[93.43090057373047],[95.98460388183594],[91.11923217773438]
3959,[92.1223373413086],[93.75267791748047],[97.67595672607422],[94.09139251708984],[97.13138580322266],[91.52159881591797]
3960,[92.40384674072266],[94.64771270751953],[97.1043472290039],[93.53845977783203],[97.04808044433594],[91.991943359375]
3961,[92.50081634521484],[94.18177032470703],[97.73981475830078],[94.56359100341797],[97.97102355957031],[92.6792221069336]
3962,[92.545654296875],[95.2272720336914],[100.09953308105469],[95.72664642333984],[100.09747314453125],[92.29618835449219]
3963,[93.51637268066406],[96.38362884521484],[102.57331848144531],[96.8903579711914],[102.13670349121094],[93.39205169677734]
3964,[94.47499084472656],[97.55487823486328],[103.47538757324219],[99.28343963623047],[103.15676879882812],[93.12858581542969]
3965,[94.55294799804688],[97.20527648925781],[105.54047393798828],[98.81988525390625],[105.14752197265625],[94.36375427246094]
3966,[93.59750366210938],[95.44953155517578],[104.90682220458984],[98.25684356689453],[105.08670043945312],[94.099853515625]
3967,[92.51820373535156],[95.32653045654297],[105.90515899658203],[97.90091705322266],[106.06092071533203],[95.33538818359375]
3968,[93.59260559082031],[96.89774322509766],[106.71505737304688],[97.90091705322266],[107.06871032714844],[97.79972839355469]
3969,[94.52296447753906],[98.40926361083984],[107.95626831054688],[99.28325653076172],[108.11984252929688],[98.782958984375]
3970,[94.55294799804688],[98.21378326416016],[107.58255004882812],[100.6437759399414],[107.99541473388672],[98.26763916015625]
3971,[94.60952758789062],[97.86653900146484],[107.27932739257812],[101.81848907470703],[107.85028839111328],[97.86480712890625]
3972,[95.595458984375],[99.0904312133789],[108.38965606689453],[102.8016586303711],[108.96786499023438],[100.4488754272461]
3973,[96.54866027832031],[100.43626403808594],[108.32254028320312],[102.35216522216797],[108.92796325683594],[101.5574951171875]
3974,[94.63574981689453],[95.92633056640625],[104.3416976928711],[96.73368072509766],[104.9072265625],[98.49610900878906]
3975,[92.35368347167969],[90.46245574951172],[100.73533630371094],[93.39002990722656],[100.78829956054688],[95.70518493652344]
3976,[88.7150650024414],[87.2641372680664],[97.52741241455078],[91.49968719482422],[97.28547668457031],[93.41917419433594]
3977,[86.72959899902344],[86.86900329589844],[97.95934295654297],[90.87059783935547],[98.67709350585938],[91.48753356933594]
3978,[86.01614379882812],[87.89497375488281],[97.32028198242188],[91.46452331542969],[98.09478759765625],[89.55591583251953]
3979,[87.3536376953125],[89.8826675415039],[100.55113220214844],[93.2418212890625],[100.95176696777344],[88.89469909667969]
3980,[88.31082153320312],[92.61297607421875],[103.14152526855469],[96.12869262695312],[103.14281463623047],[88.15313720703125]
3981,[89.26226043701172],[93.75267791748047],[105.80207061767578],[98.64791107177734],[105.14306640625],[89.94610595703125]
3982,[91.16228485107422],[95.90912628173828],[107.82492065429688],[102.19924926757812],[107.15977478027344],[92.78483581542969]
3983,[93.08573913574219],[96.81414031982422],[109.84822082519531],[104.1860122680664],[109.17767333984375],[95.28284454345703]
3984,[95.05552673339844],[98.98726654052734],[111.87187194824219],[105.99890899658203],[111.19667053222656],[96.00616455078125]
3985,[96.30497741699219],[101.15755462646484],[113.895751953125],[107.8211669921875],[113.21669006347656],[98.09320068359375]
3986,[98.28820037841797],[103.3294677734375],[114.53196716308594],[108.34715270996094],[114.25178527832031],[100.16346740722656]
3987,[101.03231811523438],[105.39656829833984],[116.60650634765625],[110.37442779541016],[116.25145721435547],[102.26203918457031]
3988,[103.08538818359375],[106.17484283447266],[118.69075775146484],[112.58739471435547],[118.29047393798828],[104.21186828613281]
3989,[105.23419189453125],[106.8930435180664],[120.9798583984375],[113.27547454833984],[120.29417419433594],[106.16084289550781]
3990,[107.40110778808594],[109.12039184570312],[121.56893157958984],[115.29784393310547],[121.33094024658203],[108.10916137695312]
3991,[109.468505859375],[110.12079620361328],[120.74610900878906],[117.51801300048828],[121.18701934814453],[108.6651611328125]
3992,[110.79344940185547],[110.98538970947266],[121.51777648925781],[116.6414794921875],[122.16268920898438],[107.99056243896484]
3993,[112.01068115234375],[111.81330871582031],[122.58631896972656],[117.18276977539062],[123.23133850097656],[108.94111633300781]
3994,[113.14189147949219],[112.83390808105469],[123.88581848144531],[116.64179992675781],[124.29141235351562],[110.04327392578125]
3995,[114.9642333984375],[113.85475158691406],[124.88082885742188],[119.43378448486328],[125.30498504638672],[111.16297912597656]
3996,[116.09757995605469],[114.87586975097656],[125.87576293945312],[120.59342193603516],[126.31885528564453],[112.13673400878906]
3997,[117.228515625],[117.34812927246094],[126.87054443359375],[120.0027847290039],[127.33305358886719],[114.49607849121094]
3998,[118.36839294433594],[119.7480697631836],[127.86521911621094],[122.3271484375],[128.34754943847656],[115.33673095703125]
3999,[119.41461181640625],[120.59107208251953],[128.8597869873047],[121.92522430419922],[129.3623504638672],[114.80810546875]
4000,[119.6463394165039],[118.13412475585938],[126.90840148925781],[119.93720245361328],[128.00994873046875],[115.75581359863281]
4001,[119.77810668945312],[115.8797378540039],[126.61375427246094],[118.17595672607422],[127.86937713623047],[115.49565124511719]
4002,[117.85738372802734],[112.79425811767578],[125.02657318115234],[117.05519104003906],[126.49081420898438],[116.73043060302734]
4003,[116.81332397460938],[111.93489837646484],[123.99325561523438],[114.8202896118164],[125.36268615722656],[115.11773681640625]
4004,[114.59513854980469],[109.63338470458984],[121.49224853515625],[112.6961898803711],[122.7138442993164],[112.42127990722656]
4005,[113.6087646484375],[109.00312805175781],[119.33149719238281],[110.70897674560547],[120.3404769897461],[109.97319030761719]
4006,[112.56266784667969],[108.21342468261719],[119.71257019042969],[110.0130844116211],[121.09295654296875],[109.20579528808594]
4007,[111.5093994140625],[108.9982681274414],[117.64578247070312],[109.32967376708984],[118.82568359375],[109.80990600585938]
4008,[110.44879150390625],[107.90470886230469],[116.90062713623047],[108.53376770019531],[117.99796295166016],[107.55716705322266]
4009,[108.24134826660156],[105.2192153930664],[114.51579284667969],[106.31205749511719],[115.47828674316406],[107.88090515136719]
4010,[107.22899627685547],[104.12027740478516],[115.05941772460938],[105.40302276611328],[116.22478485107422],[108.13014221191406]
4011,[103.7309799194336],[103.3191909790039],[114.06399536132812],[103.34355926513672],[115.22943115234375],[107.06890869140625]
4012,[100.25775909423828],[101.10042572021484],[109.53153991699219],[100.2017593383789],[109.88695526123047],[103.2401123046875]
4013,[96.84014892578125],[98.80584716796875],[107.39224243164062],[98.25591278076172],[107.64505004882812],[99.78842163085938]
4014,[95.07553100585938],[95.37560272216797],[106.48815155029297],[96.4189682006836],[107.28305053710938],[99.17835998535156]
4015,[93.14219665527344],[94.84589385986328],[106.04391479492188],[96.97718048095703],[106.93775939941406],[96.12629699707031]
4016,[92.3721923828125],[95.73815155029297],[105.26332092285156],[97.55884552001953],[106.0933837890625],[95.55233764648438]
4017,[92.54890441894531],[95.06251525878906],[105.56158447265625],[97.90091705322266],[106.4395751953125],[96.10420227050781]
4018,[91.49268341064453],[93.91603088378906],[104.52766418457031],[96.55550384521484],[105.3470230102539],[96.61912536621094]
4019,[89.25334167480469],[91.3754653930664],[104.80093383789062],[94.03636932373047],[105.55619812011719],[95.42433166503906]
4020,[86.97341918945312],[89.14227294921875],[102.29393768310547],[92.9917984008789],[102.98800659179688],[94.21106719970703]
4021,[86.07122802734375],[88.36985778808594],[101.33811950683594],[92.14142608642578],[101.98551940917969],[93.11556243896484]
4022,[86.27693176269531],[89.04144287109375],[100.21392822265625],[91.30353546142578],[100.96131896972656],[92.14762878417969]
4023,[85.22738647460938],[88.16397857666016],[99.423095703125],[90.33934020996094],[100.10974884033203],[92.4918212890625]
4024,[85.26030731201172],[87.0363998413086],[97.23843383789062],[89.3744888305664],[97.74156951904297],[92.73954772949219]
4025,[84.1866683959961],[85.89617919921875],[96.30584716796875],[88.4090347290039],[96.86933898925781],[90.23873901367188]
4026,[84.22183227539062],[86.25049591064453],[95.35623168945312],[88.69819641113281],[95.99462127685547],[90.44212341308594]
4027,[84.23551940917969],[86.5490493774414],[94.55657958984375],[88.98055267333984],[95.13697814941406],[89.35244750976562]
4028,[84.23468017578125],[86.70474243164062],[94.81444549560547],[89.13248443603516],[95.44784545898438],[89.71728515625]
4029,[84.23468017578125],[86.70474243164062],[95.04479217529297],[89.13248443603516],[95.63673400878906],[89.83016204833984]
4030,[84.23468017578125],[88.0283203125],[96.53884887695312],[90.46544647216797],[96.91087341308594],[88.63937377929688]
4031,[83.1678237915039],[87.99556732177734],[96.48173522949219],[90.42571258544922],[96.87688446044922],[88.74821472167969]
4032,[83.18443298339844],[86.51749420166016],[95.15261840820312],[88.94802856445312],[95.58908081054688],[87.54183959960938]
4033,[82.10856628417969],[85.07300567626953],[93.7599868774414],[87.56742858886719],[94.27091979980469],[86.46531677246094]
4034,[81.03472137451172],[82.63806915283203],[93.83750915527344],[89.01983642578125],[94.45112609863281],[84.08598327636719]
4035,[81.09869384765625],[83.01664733886719],[95.34278869628906],[89.28458404541016],[95.84288787841797],[83.21331787109375]
4036,[81.13117980957031],[83.42733764648438],[95.4953384399414],[87.97370910644531],[95.87528228759766],[83.64624786376953]
4037,[81.13465118408203],[83.7198715209961],[94.17179107666016],[87.8669662475586],[94.59092712402344],[82.69723510742188]
4038,[81.13465118408203],[82.40837860107422],[92.78470611572266],[86.7219009399414],[93.276611328125],[84.25890350341797]
4039,[80.05915832519531],[82.45269012451172],[92.86058044433594],[84.4081039428711],[93.45478820800781],[82.92974853515625]
4040,[77.77623748779297],[81.27803039550781],[91.83942413330078],[83.36711120605469],[92.37916564941406],[81.74888610839844]
4041,[76.75405883789062],[80.16879272460938],[90.83419799804688],[82.49556732177734],[91.28919982910156],[80.53287506103516]
4042,[75.78114318847656],[79.05410766601562],[88.51034545898438],[81.6344985961914],[88.84260559082031],[78.28108215332031]
4043,[74.7913818359375],[76.8192367553711],[86.42024993896484],[78.3337631225586],[86.61471557617188],[74.87960815429688]
4044,[73.76134490966797],[75.89418029785156],[85.48182678222656],[77.40641021728516],[85.857666015625],[74.18567657470703]
4045,[72.73274230957031],[75.02971649169922],[84.67070007324219],[77.77201080322266],[85.10270690917969],[74.80425262451172]
4046,[71.70558166503906],[74.17288208007812],[83.8511962890625],[76.98883819580078],[84.23213195800781],[73.97015380859375]
4047,[70.67988586425781],[73.19715118408203],[82.87800598144531],[75.91264343261719],[83.2427978515625],[72.901611328125]
4048,[70.80757141113281],[72.22159576416016],[81.90481567382812],[76.04331970214844],[82.2537612915039],[71.81283569335938]
4049,[69.74453735351562],[71.24617004394531],[80.9316177368164],[75.03803253173828],[81.26499938964844],[70.84295654296875]
4050,[69.81111145019531],[70.2708969116211],[79.95841979980469],[73.96524810791016],[80.27653503417969],[71.16290283203125]
4051,[68.7230453491211],[69.29573822021484],[78.98519134521484],[72.8936538696289],[79.28832244873047],[70.08645629882812]
4052,[68.79196166992188],[68.32069396972656],[78.01195526123047],[71.9212646484375],[78.3003921508789],[69.01976013183594]
4053,[67.70298767089844],[66.15512084960938],[75.89996337890625],[70.94876861572266],[76.03587341308594],[69.21942901611328]
4054,[66.63347625732422],[65.2213363647461],[73.83262634277344],[69.97624206542969],[73.85086059570312],[66.86051940917969]
4055,[65.57368469238281],[64.33368682861328],[72.87691497802734],[69.00370788574219],[73.06036376953125],[65.89692687988281]
4056,[64.55692291259766],[63.44685363769531],[70.93075561523438],[66.87777709960938],[71.00624084472656],[63.6318473815918]
4057,[62.33396911621094],[62.47227096557617],[67.92005920410156],[64.80401611328125],[67.65573120117188],[62.87135696411133]
4058,[61.40570831298828],[62.671993255615234],[65.88785552978516],[63.924659729003906],[65.68173217773438],[61.99006271362305]
4059,[60.46213912963867],[61.66567611694336],[65.00495910644531],[63.093467712402344],[65.09416198730469],[61.129398345947266]
4060,[60.66062545776367],[60.60309982299805],[65.3885726928711],[62.19997787475586],[65.6147232055664],[60.15644454956055]
4061,[59.59365463256836],[59.54871368408203],[64.52090454101562],[61.22917556762695],[64.66319274902344],[59.183189392089844]
4062,[59.688472747802734],[59.7365837097168],[63.52454376220703],[62.60516357421875],[63.604801177978516],[59.484474182128906]
4063,[60.835697174072266],[58.729557037353516],[62.430233001708984],[61.55839538574219],[62.527591705322266],[58.40898895263672]
4064,[60.83098602294922],[58.83156204223633],[62.588233947753906],[61.602272033691406],[62.74362564086914],[57.34685516357422]
4065,[60.7978515625],[57.75107955932617],[62.7370491027832],[61.59111404418945],[62.886444091796875],[57.53410720825195]
4066,[60.76834487915039],[58.99973678588867],[62.863834381103516],[62.888389587402344],[62.961585998535156],[57.7278938293457]
4067,[60.76834487915039],[59.0639533996582],[64.02630615234375],[64.06749725341797],[64.0814208984375],[57.838138580322266]
4068,[60.76834487915039],[59.05221176147461],[65.16244506835938],[63.9427604675293],[65.15758514404297],[57.838138580322266]
4069,[60.76834487915039],[60.12368392944336],[66.26786804199219],[64.95501708984375],[66.18890380859375],[57.838138580322266]
4070,[60.76834487915039],[60.120967864990234],[67.25492858886719],[64.81787872314453],[67.17337799072266],[56.57024383544922]
4071,[60.76834487915039],[61.17416000366211],[67.0741195678711],[64.72235107421875],[67.08628845214844],[56.66801071166992]
4072,[60.76834487915039],[61.10983657836914],[66.91584014892578],[64.61859130859375],[66.97515106201172],[56.75065231323242]
4073,[59.6346549987793],[61.02592086791992],[66.7843246459961],[64.61859130859375],[66.90463256835938],[55.5941047668457]
4074,[58.52968978881836],[60.95175552368164],[66.7843246459961],[64.61859130859375],[66.90463256835938],[55.69143295288086]
4075,[57.48021697998047],[60.95175552368164],[65.62466430664062],[64.61859130859375],[65.73664855957031],[55.773223876953125]
4076,[57.64727020263672],[60.95175552368164],[64.50074768066406],[63.42435073852539],[64.58944702148438],[54.61777114868164]
4077,[57.72940444946289],[60.95175552368164],[64.54143524169922],[63.458045959472656],[64.71401977539062],[54.71467971801758]
4078,[58.8592643737793],[60.95175552368164],[65.85985565185547],[63.541412353515625],[65.9923095703125],[56.0505485534668]
4079,[59.900489807128906],[60.95175552368164],[65.96251678466797],[64.8485336303711],[66.03790283203125],[57.3108024597168]
4080,[60.91144943237305],[62.10112380981445],[68.27223205566406],[66.03715515136719],[68.14462280273438],[59.61648178100586]
4081,[61.90605545043945],[63.236637115478516],[70.42147064208984],[68.35962677001953],[70.17093658447266],[60.53831481933594]
4082,[62.901981353759766],[64.29226684570312],[72.61028289794922],[70.5577392578125],[72.16219329833984],[62.68404769897461]
4083,[63.899227142333984],[65.29006958007812],[73.45797729492188],[71.43327331542969],[73.17724609375],[63.50136184692383]
4084,[63.862850189208984],[67.39232635498047],[73.12002563476562],[72.20172119140625],[73.07085418701172],[65.65907287597656]
4085,[63.81285858154297],[68.4302978515625],[74.00346374511719],[70.58504486083984],[74.0167465209961],[66.46250915527344]
4086,[63.787025451660156],[69.3555679321289],[73.82437133789062],[70.39884948730469],[73.94815063476562],[66.09829711914062]
4087,[64.86186218261719],[70.29095458984375],[73.79339599609375],[71.61817169189453],[73.89778137207031],[67.05778503417969]
4088,[64.84789276123047],[70.12621307373047],[73.64735412597656],[71.70380401611328],[73.82737731933594],[69.400634765625]
4089,[65.8779296875],[71.12162017822266],[73.64735412597656],[71.59542083740234],[73.82737731933594],[70.40601348876953]
4090,[65.85550689697266],[72.21502685546875],[73.64735412597656],[72.72119903564453],[73.82737731933594],[70.0164566040039]
4091,[65.82971954345703],[72.12056732177734],[73.64735412597656],[72.68987274169922],[73.82737731933594],[70.97599792480469]
4092,[65.80648040771484],[71.91779327392578],[73.64735412597656],[73.82862091064453],[73.82737731933594],[72.04573822021484]
4093,[66.87413787841797],[73.02568817138672],[73.64735412597656],[73.67631530761719],[73.82737731933594],[71.84790802001953]
4094,[66.864501953125],[73.01747131347656],[74.84378051757812],[74.81739044189453],[73.82737731933594],[72.93265533447266]
4095,[66.84024047851562],[74.11872100830078],[74.80781555175781],[74.66289520263672],[73.82737731933594],[72.69896697998047]
4096,[67.8824462890625],[74.01293182373047],[74.77645874023438],[74.5472412109375],[73.82737731933594],[73.91036987304688]
4097,[68.90611267089844],[75.11894226074219],[74.62815856933594],[74.4266128540039],[73.82737731933594],[73.67436218261719]
4098,[68.89928436279297],[75.00885009765625],[75.82829284667969],[75.6810302734375],[74.9574203491211],[73.57705688476562]
4099,[68.86546325683594],[74.8980941772461],[75.79142761230469],[75.6495590209961],[74.93977355957031],[74.76054382324219]
4100,[68.84632873535156],[73.5413589477539],[75.75965881347656],[75.53134155273438],[74.88900756835938],[75.9613265991211]
4101,[67.73788452148438],[73.57170867919922],[75.60904693603516],[75.40862274169922],[74.81842041015625],[74.44265747070312]
4102,[67.77426147460938],[73.68191528320312],[75.60904693603516],[75.40862274169922],[74.81842041015625],[74.32475280761719]
4103,[67.80970764160156],[73.79447937011719],[74.42230224609375],[74.17224884033203],[74.81842041015625],[74.29886627197266]
4104,[67.83161926269531],[73.79447937011719],[74.4516372680664],[74.20272064208984],[73.63595581054688],[74.42422485351562]
4105,[67.83161926269531],[73.79447937011719],[75.67466735839844],[73.0865478515625],[73.68700408935547],[75.7363510131836]
4106,[67.83161926269531],[72.5574722290039],[75.79142761230469],[73.22499084472656],[72.5554428100586],[75.62415313720703]
4107,[67.83161926269531],[72.58660125732422],[74.56719207763672],[73.32810974121094],[72.69735717773438],[74.21688842773438]
4108,[66.71996307373047],[71.46186065673828],[73.28102111816406],[72.2168197631836],[71.56769561767578],[72.901611328125]
4109,[67.850341796875],[71.60186004638672],[73.32847595214844],[72.24730682373047],[71.7081069946289],[73.10530090332031]
4110,[66.76031494140625],[71.70763397216797],[72.32716369628906],[72.34822845458984],[71.77164459228516],[72.02877807617188]
4111,[67.86323547363281],[71.8140869140625],[72.49503326416016],[71.23905944824219],[71.84678649902344],[72.25634765625]
4112,[66.76031494140625],[69.36820983886719],[72.52080535888672],[71.2696762084961],[70.6707763671875],[72.35380554199219]
4113,[66.78434753417969],[68.2267074584961],[72.66666412353516],[70.15885925292969],[69.51737976074219],[72.47762298583984]
4114,[67.8735122680664],[68.45170593261719],[71.48991394042969],[69.09490203857422],[68.4348373413086],[71.17854309082031]
4115,[67.87486267089844],[68.74888610839844],[71.51679229736328],[68.03121185302734],[67.44963836669922],[71.28433227539062]
4116,[66.75357055664062],[68.8465347290039],[72.72874450683594],[68.23823547363281],[67.6729736328125],[72.6834716796875]
4117,[66.75801086425781],[67.64181518554688],[71.65665435791016],[68.43030548095703],[67.81736755371094],[71.39801788330078]
4118,[67.8735122680664],[67.66624450683594],[72.84439086914062],[68.5368881225586],[67.89192199707031],[72.71247100830078]
4119,[67.87486267089844],[67.76335144042969],[71.5145034790039],[68.5368881225586],[69.01396179199219],[71.27520751953125]
4120,[67.85214233398438],[67.85816955566406],[71.65741729736328],[68.5368881225586],[68.99922180175781],[71.40739440917969]
4121,[67.83161926269531],[67.85816955566406],[71.54229736328125],[68.5368881225586],[68.95001220703125],[71.38085174560547]
4122,[68.89219665527344],[67.85816955566406],[71.68607330322266],[69.7638931274414],[68.87981414794922],[71.50387573242188]
4123,[68.88661193847656],[67.85816955566406],[72.87531280517578],[69.73441314697266],[70.00282287597656],[72.80780792236328]
4124,[69.90708923339844],[69.0444564819336],[72.84109497070312],[70.86408996582031],[69.98773193359375],[72.69898223876953]
4125,[69.89974212646484],[69.04027557373047],[74.00346374511719],[70.71897888183594],[69.93838500976562],[73.91036987304688]
4126,[70.91791534423828],[70.12381744384766],[73.82437133789062],[71.85189819335938],[72.06300354003906],[73.67436981201172]
4127,[70.91422271728516],[71.21470642089844],[73.79339599609375],[71.70381164550781],[72.06692504882812],[73.57705688476562]
4128,[70.89620971679688],[72.29637908935547],[72.46736145019531],[71.59542083740234],[73.07124328613281],[72.15013122558594]
4129,[71.93000793457031],[72.12056732177734],[72.49503326416016],[71.48089599609375],[72.95712280273438],[72.25634765625]
4130,[72.94491577148438],[73.11908721923828],[72.52080535888672],[71.48089599609375],[72.90707397460938],[72.35380554199219]
4131,[72.9527587890625],[73.01746368408203],[72.66666412353516],[71.48089599609375],[72.83683013916016],[72.47762298583984]
4132,[72.93242645263672],[71.68546295166016],[73.85945129394531],[72.72119903564453],[72.83683013916016],[73.78436279296875]
4133,[72.92063903808594],[71.60186004638672],[73.82437133789062],[72.68987274169922],[73.96521759033203],[73.67436218261719]
4134,[72.92063903808594],[71.70763397216797],[74.99020385742188],[72.57923126220703],[75.04350280761719],[73.57705688476562]
4135,[72.92063903808594],[73.02568817138672],[74.80780792236328],[72.46269226074219],[74.99935150146484],[74.76054382324219]
4136,[73.96221923828125],[73.01746368408203],[74.77645874023438],[72.46269226074219],[74.88900756835938],[74.64942932128906]
